,distance_km,pickup_hour,fare_per_km,is_weekend,is_rush_hour,passenger_count,fare_amount,pickup_latitude,pickup_longitude
53361846,0.36943250470165484,8,14.346328307738263,0,1,1,5.3,40.751872,-73.993353
47141226,7.858450441143129,19,2.761358637116176,0,1,5,21.7,40.733422,-73.999225
32545973,1.6747987620158582,7,3.164559301214611,1,1,5,5.3,40.76451,-73.978048
25191497,0.4130653346196769,23,8.47323584590454,0,0,1,3.5,40.744838,-73.98709699999999
10443795,4.362318192733826,2,2.1318940043142,1,0,2,9.3,40.745202,-73.99865
26351862,8.271049275635114,11,1.9949101317296896,1,0,1,16.5,40.743247,-73.917633
119100,3.125268351732429,23,2.7197664467079115,0,0,1,8.5,40.773486,-73.95519300000001
34268446,1.748158281930359,12,4.404635483863322,1,0,1,7.7,40.761325,-73.999841
35728669,4.292474015031552,6,1.7938373005953772,0,0,1,7.7,40.74934,-73.99204399999999
22659024,1.0991820881630643,2,7.278138978201031,1,0,1,8.0,40.73234176635742,-73.98783874511719
5870000,2.1130604805455877,3,2.886808047455884,1,0,2,6.1,40.746983,-73.984328
14771536,0.8296893911489204,21,4.9416083220281815,0,0,5,4.1,40.775978,-73.953293
19856909,5.9363187943812665,17,4.042909559155757,0,1,1,24.0,40.7287483215332,-74.00552368164062
18009517,1.4661157964646745,14,5.524802351582307,0,0,2,8.1,40.748668,-73.99213
17002735,1.2044552485711202,20,4.400329531784217,1,0,1,5.3,40.730286,-73.98605699999999
41277802,2.318487814928403,7,3.1486039965344523,0,1,1,7.3,40.763991,-73.98491800000001
55192773,1.263687613295643,15,4.748008872503116,0,0,1,6.0,40.771733000000005,-73.981993
1595864,4.337305325353803,23,3.3430895250191326,1,0,1,14.5,40.770442,-73.957576
29908721,1.9315991019417114,3,3.882793273438953,1,0,2,7.5,40.738962,-74.006556
26411668,2.2572359455954976,18,3.056835956145321,1,1,1,6.9,40.763475,-73.98579000000001
40104686,1.4988439538893013,0,5.404164975934669,1,0,1,8.1,40.722932,-73.988962
11330372,4.719986772157577,0,2.224582505598907,1,0,3,10.5,40.7384,-73.987678
17093389,4.80432894149929,18,4.579203519968482,1,1,1,22.0,40.725381,-73.952236
37576235,1.3167868791352393,2,5.695682512363279,1,0,1,7.5,40.73195266723633,-73.99887084960938
7647326,8.798122709855855,20,3.1256667935756206,1,0,3,27.5,40.745404,-73.994725
36736753,2.598104894616369,20,2.655781917927082,0,0,1,6.9,40.713169,-73.95783399999999
3889348,3.7488410147776254,8,4.614759583509893,0,1,1,17.3,40.780935,-73.95912299999999
52434377,3.6903528638641294,7,2.303302777149538,0,1,1,8.5,40.800372,-73.969596
10500998,0.6631041472956394,12,6.786264297022581,1,0,1,4.5,40.767154,-73.981882
24072510,4.957827250543016,18,3.9331745570328667,0,1,1,19.5,40.712585,-74.00448
11023779,3.0561682772140095,9,3.043026154462228,1,1,1,9.3,40.766973,-73.956913
20201965,11.853838728332086,21,2.2777431529810497,1,0,2,27.0,40.764385,-73.964625
28838858,2.534604680726046,4,3.5508495934055957,1,0,2,9.0,40.763971000000005,-73.988759
47781145,3.6079288124375526,17,4.296093633157924,1,1,2,15.5,40.757922,-73.97792
44100946,4.219547953058352,19,2.2040275649099588,0,1,1,9.3,40.740809000000006,-73.981879
41063578,3.8984514075660646,7,3.078145331428411,0,1,1,12.0,40.780678,-73.961107
1212515,8.425633087475356,23,2.8484506446970532,0,0,1,24.0,40.718997,-74.004875
40399960,1.9301567610342456,8,4.6628337043347114,1,1,5,9.0,40.779702,-73.974183
29376480,2.377653462862119,1,3.995535997312367,0,0,1,9.5,40.747731,-73.986308
30303336,4.650381161455408,18,2.429908346795275,0,1,2,11.3,40.714688,-74.008267
14567337,7.712089587003188,20,2.243231202754031,1,0,2,17.3,40.768294,-73.98232
4231938,1.6874975307489566,12,4.148154217975781,1,0,1,7.0,40.76568,-73.960735
29431098,1.0267060206958631,6,9.058094344958459,0,0,5,9.3,40.778173,-73.93414
46279126,0.693251078822276,13,6.491154702052233,0,0,1,4.5,40.783557,-73.98039200000001
42137269,7.461692301247035,13,2.586544609561894,1,0,1,19.3,40.723391,-73.998542
34997421,6.5944392784825885,18,2.320136611148022,0,1,1,15.3,40.781222,-73.98114
2497930,1.3188448588677177,11,4.321963998778206,1,0,1,5.7,40.765338,-73.987634
7348147,2.6463452703470565,1,2.9096732336027262,1,0,1,7.7,40.740157,-74.005783
47497662,2.892386782743236,7,3.2153376081948384,1,1,1,9.3,40.744677,-73.985345
28420544,3.956005236853148,13,2.5530805434509904,0,0,5,10.1,40.755152,-73.991445
54480847,1.1874945602788838,19,5.052654724237976,0,1,3,6.0,40.7414436340332,-73.97531127929686
16121056,0.8296863369174458,20,5.423736416727027,0,0,2,4.5,40.732985,-73.995777
44095247,1.1665869049988824,19,4.543167746259828,1,1,1,5.3,40.793913,-73.966876
26377232,1.633724498697793,21,5.202835610762506,0,0,1,8.5,40.741093,-73.987513
51872165,5.66571064286494,15,1.9944541315802196,1,0,1,11.3,40.711188,-74.01548199999999
47717334,1.146131305012087,12,4.275251865621388,0,0,1,4.9,40.78176,-73.960251
27913519,2.6551901368261497,14,3.5025740232361087,1,0,1,9.3,40.742237,-73.971322
2761782,1.038252706087372,13,5.875255575290228,1,0,2,6.1,40.750242,-73.994498
52944963,1.8985982203049805,0,3.950282855945815,0,0,1,7.5,40.770098,-73.864475
48399910,0.5450020663906969,13,8.25684942774891,0,0,1,4.5,40.756847,-73.963927
314140,1.6249769576863824,0,4.0000567203455,1,0,2,6.5,40.763727,-73.997287
18689041,0.7320331518510023,14,6.147262577687094,1,0,1,4.5,40.734603,-73.990868
12737201,1.0656364383009942,18,7.97645397106732,1,1,1,8.5,40.735166,-73.994286
39919268,1.667422434869162,23,4.378014741401036,1,0,1,7.3,40.738443,-73.98771500000001
11185483,1.248930041097858,15,5.204454842231393,0,0,1,6.5,40.772568,-73.9628
48126854,5.213612617627627,21,4.0279172121452556,0,0,2,21.0,40.755697,-73.9881
13873340,0.5725605277063828,23,69.86160949696584,1,0,1,40.0,40.773799,-73.945734
38415579,4.418158607073518,19,3.6214182022310912,0,1,1,16.0,40.75111,-73.99413
47732361,2.2191462692573776,19,3.1093038325540565,0,1,2,6.9,40.734753000000005,-73.99509499999999
43843681,4.236746608387476,21,3.3044223065604723,0,0,1,14.0,40.744798,-73.995029
50386807,2.964594111080547,15,4.081503081576906,0,0,1,12.1,40.742072,-73.9873
24599281,2.6076605653513805,21,3.0678839517297396,0,0,1,8.0,40.756525,-73.974418
3872994,0.7983078501824554,13,7.641162489640842,0,0,3,6.1,40.749798,-73.99124300000001
35838303,3.124065322685324,17,3.36100526572044,0,1,3,10.5,40.760547,-73.981272
53463432,11.509858090164144,13,1.7463290895981283,1,0,1,20.1,40.730254,-73.97429
27827265,0.9003077750483144,0,4.998290723145772,1,0,3,4.5,40.717237,-73.997342
36017841,1.5725194808105398,18,4.387862970348363,0,1,1,6.9,40.74074,-73.997318
35632580,2.9183195048832578,19,4.111955520949732,1,1,1,12.0,40.74102020263672,-73.98381042480467
38919673,1.6580065628912617,15,4.825071371279409,0,0,1,8.0,40.737827,-73.98801
43239216,4.647793702459544,11,2.947635131212937,0,0,2,13.7,40.761043,-73.994738
15497499,1.3710359855664438,16,6.199691393576532,0,0,1,8.5,40.745062,-73.982656
33010630,4.703926406011713,19,3.1888253993152818,1,1,4,15.0,40.682087,-73.976567
21056591,3.872526478787505,6,3.0212834086710467,0,0,1,11.7,40.785327,-73.949202
42214826,2.9275746108295544,10,4.952905366224397,0,0,1,14.5,40.723846,-73.996746
2743994,2.8119967378683133,6,3.556191892164387,0,0,1,10.0,40.77933120727539,-73.97753143310547
51116178,11.960712207637215,9,2.5082118421714257,0,1,2,30.0,40.745526,-73.991072
53614183,9.016951694645764,19,3.138532949755564,0,1,3,28.3,40.774317,-73.87315600000001
21283635,2.6703680287430385,18,6.9278840223038785,0,1,2,18.5,40.770662,-73.96245
26237955,2.4085289804657513,11,4.151911843745489,0,0,1,10.0,40.777062,-73.962907
35206595,3.7792518564912636,22,2.2491223984980926,0,0,1,8.5,40.761307,-73.99154300000001
46094670,4.484552653977186,17,2.0737854402829163,1,1,1,9.3,40.7235,-74.0098
28379657,3.6513007982997467,5,2.985237481687529,1,0,1,10.9,40.722797,-73.982843
31460084,1.602127920959687,3,3.8074362978120075,1,0,1,6.1,40.726763,-73.991553
27457298,0.6022920509032443,15,7.4714583950617435,0,0,1,4.5,40.778615,-73.981575
43209429,0.7582514652450745,10,7.253530328783928,0,0,1,5.5,40.752362,-73.978086
15589913,12.633743404961939,8,1.6226386228446406,0,1,1,20.5,40.739425,-73.98701
22751531,2.824790500431621,11,3.717089815473263,1,0,1,10.5,40.73494,-73.99053599999999
24779456,0.5828512905635808,0,7.72066575618076,0,0,1,4.5,40.779418,-73.955444
25807448,4.782104448460764,13,3.6176541492247045,0,0,2,17.3,40.722517,-73.98734
43638610,1.7333053368021216,11,6.346256349902295,0,0,2,11.0,40.77372,-73.951722
37081578,4.236835905966084,11,3.658390446081175,1,0,2,15.5,40.751521,-73.97536
34558973,1.035150356929802,17,3.574359971216156,1,1,1,3.7,40.752223,-73.970683
55252850,0.7156177435357431,0,4.611400471563592,0,0,2,3.3,40.724976,-73.987261
9065396,0.6536106799600148,23,5.660862212695715,0,0,1,3.7,40.732668,-73.99609
48203674,5.026902011527998,22,2.1683334934724123,0,0,1,10.9,40.766383000000005,-73.971648
12548531,1.728441824941642,3,3.7606125391113245,1,0,1,6.5,40.734366,-73.999907
52020902,7.191735880336169,8,2.9895424912343986,0,1,1,21.5,40.704826,-74.008042
19195575,3.190136741998904,21,2.4136896386376425,0,0,1,7.7,40.761347,-73.96906800000001
2850654,0.5533460416221165,16,5.963718454235533,0,0,1,3.3,40.704162,-74.006566
40719394,2.19850089519749,17,4.048213043461381,1,1,2,8.9,40.761002000000005,-73.96945500000001
14233038,2.785229829303463,21,3.0518127841987464,0,0,1,8.5,40.746258000000005,-74.001418
21883331,5.324877333563187,14,2.798186524614181,0,0,2,14.9,40.743311,-73.992183
13630225,0.8296363181993608,16,11.691870024510063,0,0,1,9.7,40.595143,-73.96636
35274500,0.8613075300008141,10,6.966152960481292,0,0,1,6.0,40.736708,-73.993504
3919324,3.847296867169959,3,3.5089571889289877,1,0,3,13.5,40.762915,-73.97139
20515202,2.977630656386299,20,2.8546186484779605,1,0,1,8.5,40.752842,-73.978684
2121568,1.562934027194062,12,4.158844766896182,0,0,3,6.5,40.739947,-73.995017
32949497,5.664697633472941,1,3.971968400757445,0,0,1,22.5,40.720458,-74.010007
949600,4.932738522834585,9,3.2436343272470163,1,1,1,16.0,40.7360725402832,-73.98512268066406
5659887,1.9785048353049233,18,3.6896548695444245,1,1,2,7.3,40.742677,-73.980277
49010533,7.617648994565438,4,3.4262539555997122,1,0,3,26.1,40.72797,-73.998857
43340328,2.243761976158771,3,2.8969204706498037,1,0,2,6.5,40.74215,-73.993267
13548343,1.1713037190830642,16,4.524872510563714,0,0,5,5.3,40.751222,-73.987257
19568481,5.9916313117217594,9,2.286522532385785,1,1,5,13.7,40.798885,-73.961895
41928887,2.2226578156016696,7,2.564497314876613,0,1,1,5.7,40.744082,-73.983488
41712965,2.4204210660721417,23,3.5117856637208154,1,0,4,8.5,40.779327,-73.950775
16828031,3.0318094948673133,18,4.45278637158923,0,1,1,13.5,40.75415,-73.98468299999999
21641846,2.705805876284988,11,7.4284708212685455,0,0,2,20.1,40.778801,-73.977705
28550545,4.056476627127278,20,3.3280112868690312,0,0,2,13.5,40.764007,-73.988545
31107397,4.011146905901553,20,2.867010426140261,0,0,1,11.5,40.71157,-74.010402
12945335,9.886973429866439,13,2.8320092289737495,1,0,1,28.0,40.740687,-73.998147
10004341,0.5758564478809156,6,5.209631690397232,0,0,2,3.0,40.748313903808594,-73.97429656982422
20593288,2.7693515648739897,14,3.6470631349615474,0,0,1,10.1,40.724165,-73.99205500000001
15269870,1.4551613263875516,12,4.741742289928292,0,0,5,6.9,40.774425,-73.98118000000001
10762445,1.2650696607279508,16,5.138056979613081,0,0,1,6.5,40.746165000000005,-74.006422
6781099,9.946941812909126,13,4.578291585148136,0,0,2,45.54,40.77180480957031,-73.99028778076173
15407591,1.2924119210543983,19,5.803103389731362,0,1,2,7.5,40.75693,-73.97189
9268357,1.9369221677241633,23,3.355839541883783,0,0,1,6.5,40.74291,-73.992768
46330690,1.694041864302956,8,4.309220541609056,0,1,2,7.3,40.724582,-73.98155799999999
28241582,1.0348301393457768,15,7.054297823810084,0,0,1,7.3,40.770537,-73.980215
34384765,1.0233805419603996,11,5.178914179711937,0,0,1,5.3,40.751082,-73.979619
5084753,3.146578323315951,6,2.955591453448838,0,0,1,9.3,40.726612,-73.98317
37220707,1.698447660918579,15,9.714753288939285,0,0,1,16.5,40.759212,-73.97493399999999
44466227,0.6799847992315502,19,7.353105548315922,0,1,1,5.0,40.734069,-73.99847700000001
49794569,0.9096474172911168,17,5.496635185190481,0,1,1,5.0,40.759723,-73.964889
2418314,0.28095962266826735,1,13.169152082641562,0,0,2,3.7,40.740499,-74.00627
41156411,2.8277887526427694,9,3.147335525570048,0,1,1,8.9,40.777482,-73.958283
38685799,1.1787446883121009,12,4.156964649415759,0,0,1,4.9,40.761245,-73.982948
15396462,2.1846934882681284,13,5.950491485332108,0,0,1,13.0,40.74687,-73.993122
29122130,0.5739770076054889,12,7.840035298230937,0,0,1,4.5,40.761745,-73.97314
50083918,3.814366325395044,20,5.112251508245065,0,0,5,19.5,40.788475,-73.976545
46764354,1.4841438472993196,18,4.244871554373952,0,1,1,6.3,40.762688,-73.97813000000001
8490616,1.8614924305298102,21,2.8471778413257023,0,0,1,5.3,40.759657,-73.991573
27927355,0.9984089844631553,19,6.510358080857066,0,1,1,6.5,40.749991,-73.972822
29946461,1.9817140579823418,20,3.279988842899917,0,0,3,6.5,40.675692,-73.980928
40053443,2.6626564262131422,20,3.1923007100427103,0,0,1,8.5,40.749762,-73.972018
9745129,2.5588790204335443,20,2.8528116967261625,0,0,1,7.3,40.786938,-73.97763
22249911,2.4592716254352753,11,3.6189577059934392,0,0,5,8.9,40.75731,-73.96687
45394566,1.2998976488418337,12,4.231102352481613,1,0,3,5.5,40.762683,-73.972095
19863102,10.571622026079158,13,3.200076574488257,1,0,2,33.83,40.750191,-73.99210699999999
31606470,4.959202317301805,9,2.1979341237948233,0,1,1,10.9,40.778185,-73.95164100000001
17067863,1.0184239043290417,13,5.891456371453615,0,0,1,6.0,40.734125,-73.98676999999999
27393462,1.1022526493865066,19,4.808335006452361,0,1,1,5.3,40.727028,-73.989604
34361412,16.934988581166518,3,0.17714803795830805,0,0,1,3.0,40.758133,-73.989255
43658614,2.941699250265104,15,2.6175347460506306,1,0,1,7.7,40.778098,-73.980211
11366947,10.603119672302576,13,3.753612260358184,0,0,5,39.8,40.761148,-73.986923
13062246,2.364382088517596,7,4.2294348483538595,0,1,2,10.0,40.77864,-73.958138
45182966,2.6038954605675597,12,3.4563599561859175,1,0,1,9.0,40.765425,-73.97207
39060879,3.4094722107133517,1,2.727694911481386,0,0,1,9.3,40.73863,-73.985253
44252681,0.9791078260206497,11,7.04723199695319,0,0,5,6.9,40.756407,-73.990655
36075883,3.6558768554810577,11,2.4344364845486286,0,0,5,8.9,40.751112,-73.98489000000001
14311720,3.6693508875450984,18,3.515608181214436,0,1,1,12.9,40.762558,-73.985963
6540188,9.4912973732086,9,3.9330766419112133,1,1,3,37.33,40.756007,-73.980838
53588364,25.320229020966238,21,1.9668068546601003,1,0,1,49.8,40.64873,-73.783527
31577597,2.398294853348105,11,7.713813826591564,1,0,2,18.5,40.780587,-73.94644
40447966,3.6514486807447564,21,2.8755710179824847,0,0,2,10.5,40.760608000000005,-73.987038
40970533,0.7477633997926452,19,6.686607022203146,1,1,1,5.0,40.760397,-73.96934399999999
27852906,4.370595733933834,0,2.4939391935454203,0,0,4,10.9,40.743814,-73.987899
208241,2.349454754483698,21,3.1071038870055636,0,0,2,7.3,40.738251,-73.987779
45749881,3.6155760374594497,14,2.4615717959713406,1,0,1,8.9,40.77722,-73.94621500000001
14917176,0.7177251062971995,22,6.966455480142522,0,0,2,5.0,40.759271000000005,-73.980698
31376202,1.6067098463770444,2,2.8007546042908804,0,0,1,4.5,40.755944,-73.964813
35584637,3.1875400881177494,6,2.541144511466543,0,0,1,8.1,40.778347,-73.948297
8452422,22.314125412077857,2,2.012178347608336,0,0,1,44.9,40.766037,-73.987082
39843585,1.1658211793611362,11,8.148762578842451,0,0,1,9.5,40.760327,-73.974312
47650904,1.8345639596898473,7,4.0881649071902375,0,1,2,7.5,40.75623,-73.990627
12517463,4.178682460380875,15,3.828958087076481,1,0,3,16.0,40.746522,-74.00076
26684050,1.3390156560855613,10,4.854312173617079,0,0,1,6.5,40.76419,-73.964975
5625059,3.2875921412481777,7,4.6538619581293785,1,1,2,15.3,40.769622,-73.91159499999999
43727154,1.4417733291166648,12,6.172953695469445,0,0,3,8.9,40.761647,-73.992665
37051485,1.4816702491474607,18,5.466803429886417,0,1,1,8.1,40.763326,-73.985987
1577601,7.484337604428627,11,2.4718286343808424,0,0,1,18.5,40.705848,-74.01836899999999
28281589,8.388360054212754,0,1.7762709163297072,0,0,1,14.9,40.714905,-73.996837
17292827,0.5833752731344672,12,8.570812357430011,0,0,1,5.0,40.723802,-74.00253000000001
3785763,1.275706182884404,8,3.527458015313045,0,1,1,4.5,40.749418,-73.991895
50881408,1.1333141078895144,20,4.323602755748714,0,0,1,4.9,40.761584,-73.986653
32567335,1.054679211063182,8,4.645962439195608,0,1,1,4.9,40.762577,-73.95984200000001
13762412,2.329196481862159,15,4.336259340356377,0,0,2,10.1,40.744487,-74.006415
31009793,1.0323332266583012,13,8.718115205042189,0,0,1,9.0,40.721365000000006,-74.008262
13237753,0.672029591645323,14,11.457828785705955,0,0,2,7.7,40.82277,-74.05018299999999
41772706,16.144423244235895,18,2.2298721642380888,0,1,1,36.0,40.680555,-73.962142
35612878,1.6935577027321844,19,3.542837654908548,0,1,1,6.0,40.779485,-73.955567
19678296,0.5038205326642718,0,6.946918144624876,1,0,1,3.5,40.75638198852539,-73.99061584472656
11720519,1.8300135542868194,3,3.770463876530697,0,0,5,6.9,40.764502,-73.985517
34521349,1.3051674997338518,4,4.214018508062416,1,0,1,5.5,40.746779,-73.990623
50671732,4.5324335324140534,11,2.868216358172598,1,0,1,13.0,40.765439,-73.989632
45244082,2.3105361406629656,6,3.8951998376522328,0,0,1,9.0,40.7436752319336,-74.0003890991211
8393284,5.092813793973348,12,3.2398592737722915,0,0,1,16.5,40.758623,-73.968564
50967511,1.549468404391602,18,4.194987120471309,0,1,5,6.5,40.764048,-73.95676
48293422,21.259820086609373,14,2.696636178784488,1,0,1,57.33,40.642082,-73.788747
41820571,4.043203050235947,10,3.9819914557742684,0,0,2,16.1,40.738227,-73.994665
43257597,1.42300567442487,8,4.5677962616888905,1,1,1,6.5,40.7607307434082,-73.9986572265625
14840272,1.8823867460609292,8,4.515543906047494,0,1,1,8.5,40.741001,-73.983528
48563223,9.868823027816505,11,4.15855060773951,1,0,1,41.04,40.77399444580078,-73.87342834472656
20896995,2.6803152209105554,7,5.03672101500576,0,1,1,13.5,40.751296,-73.993217
25491274,0.6787610818058931,7,6.629726012026829,0,1,2,4.5,40.754157,-73.992028
40012246,3.0258184407926807,22,4.92428752469914,0,0,1,14.9,40.749135,-73.99194200000001
4555,2.079761991118564,9,3.3176873264661184,0,1,1,6.9,40.744901,-73.980731
48094936,1.4862749217443647,13,4.104220498345449,0,0,2,6.1,40.766935,-73.986537
49331058,7.4946743482036045,22,3.909442710746052,1,0,4,29.3,40.731399,-73.994221
13802440,1.3435030131094727,14,3.94491113773791,1,0,2,5.3,40.7639,-73.9545
29322020,3.501122397705105,18,4.141529016381825,1,1,1,14.5,40.77863,-73.982
16545233,1.905429426050275,7,3.831157375968533,0,1,1,7.3,40.771904,-73.94997
55198695,2.3992142001337746,14,5.418440754174909,0,0,5,13.0,40.749657,-74.006395
50715414,1.8239213965086598,21,2.905826978150062,0,0,2,5.3,40.735377,-73.998287
488605,0.7594033509399524,19,5.925704692282593,0,1,1,4.5,40.743569,-73.99461600000001
9448311,1.256415623297892,15,4.218349327819038,0,0,2,5.3,40.750112,-73.984234
20010966,1.6878541285719166,13,4.562005607981612,0,0,1,7.7,40.763902,-73.974685
29186995,6.004095846148047,15,2.4816392645628995,1,0,4,14.9,40.714837,-74.00580699999999
35905209,3.651391804940236,11,2.985163078159016,0,0,1,10.9,40.774123,-73.874626
4638614,4.535652424038014,1,2.204754479642682,0,0,1,10.0,40.721437,-73.988605
12444204,3.7134352621365174,12,2.71985352834426,1,0,2,10.1,40.754284000000006,-73.968614
49536164,20.666262777905608,23,2.7740864720491096,0,0,2,57.33,40.648684,-73.783299
28200125,0.7223217473244021,19,5.676140882075155,0,1,1,4.1,40.722743,-73.99410999999999
25479958,3.477673365977494,12,2.444162836900252,0,0,5,8.5,40.803283,-73.967772
53325219,1.273638294910877,2,3.847246129124029,1,0,1,4.9,40.745948,-73.990328
45509408,2.682599544296175,21,9.431150487516346,0,0,3,25.3,40.762472,-73.978158
2238643,1.3131010594544745,17,3.122379629868959,0,1,5,4.1,40.74271,-73.996587
30242530,1.6094912092244216,12,3.54149184992859,0,0,2,5.7,40.737107,-73.98856500000001
49854659,1.3564332339159373,0,5.971543454900327,1,0,2,8.1,40.750163,-73.970997
47822189,1.8225616553029236,13,3.127466214059363,0,0,5,5.7,40.758498,-73.972487
8050668,1.3097721594411589,4,4.962695193317713,0,0,1,6.5,40.67700958251953,-73.9779052734375
52786744,0.22673717103874694,20,15.436375006204376,0,0,1,3.5,40.752807,-73.9729
19915042,1.6861736679337007,20,4.447940412443266,0,0,1,7.5,40.7630500793457,-73.9740982055664
1963747,6.337677674790966,6,3.171508718398645,0,0,1,20.1,40.707175,-74.014137
51210139,9.292458292735207,13,3.120810348180098,1,0,3,29.0,40.75287,-73.977525
19981635,2.6842563416500878,21,4.060715003582506,1,0,1,10.9,40.726482,-73.986097
13414392,1.1570118088103811,1,4.580765692831921,1,0,1,5.3,40.759007,-73.97248
5226514,9.431707759361165,21,2.3007498274596454,0,0,1,21.7,40.72302,-73.9857
10600471,1.3260978227596758,22,6.108146669861425,1,0,1,8.1,40.759194,-73.986999
39964013,6.991963544521496,10,2.417060657194341,0,0,1,16.9,40.759908,-73.964598
44898672,1.805784512124434,9,3.599543553706199,1,1,1,6.5,40.744442,-73.979252
55374810,0.8969115654451809,13,10.034434103358743,0,0,5,9.0,40.75059,-73.9876
41412294,1.3118169699189606,19,4.345118359272426,1,1,1,5.7,40.755695,-73.99145
33414163,1.8217038686218578,23,3.5680881574442354,1,0,6,6.5,40.746265,-74.005252
32505432,1.7809666413335976,2,3.930449811658663,1,0,1,7.0,40.760952,-73.99089000000001
26188451,2.7742162824288705,7,2.1988191903550334,0,1,1,6.1,40.76626,-73.98167
14844217,3.462242782662179,22,2.8016521685234044,1,0,3,9.7,40.748766,-73.99074499999999
54900365,0.9103112467635741,13,4.94336416912219,1,0,2,4.5,40.749625,-73.97730200000001
7657700,1.1721935061446056,17,4.692058069908384,0,1,1,5.5,40.790890000000005,-73.97449300000001
1313173,1.4062110828790417,19,5.33348093420277,0,1,1,7.5,40.76506042480469,-73.982177734375
9728123,3.2583274092661836,14,4.757041896993033,0,0,1,15.5,40.7706298828125,-73.98187255859375
24550776,1.834228034055027,0,4.63410210845409,1,0,1,8.5,40.730617,-74.001622
40752268,1.4914067781557467,15,3.5536917745230494,0,0,5,5.3,40.765443,-73.954728
3285469,2.402198266438792,17,4.162853724320094,0,1,1,10.0,40.775119,-73.961069
38341182,2.6358301911210207,15,6.070193768133139,1,0,6,16.0,40.735245,-74.00605
48522672,11.394590403432844,15,2.4573064066931667,1,0,1,28.0,40.641712,-73.788027
22958554,3.0257971307599756,12,3.9658970781646605,0,0,1,12.0,40.799147,-73.970372
12590310,0.4635750872413067,17,10.570024435867458,0,1,1,4.9,40.749937,-73.974323
41758109,1.2538073481721228,21,4.785424179198796,1,0,1,6.0,40.743332,-73.98201
3882327,1.0183147918936033,19,6.18669202308734,0,1,2,6.3,40.752159000000006,-73.978041
16361468,0.42144822867267867,17,22.541321457014014,0,1,1,9.5,40.765337,-73.966065
35924511,1.526534310650354,14,6.550786268105346,0,0,1,10.0,40.781848,-73.971982
29613262,0.2331647356388368,18,19.299659477539205,0,1,1,4.5,40.751133,-74.002627
54775019,1.4087265508633218,13,3.4783187673981812,1,0,1,4.9,40.746132,-73.980211
50625660,21.361183178880374,13,2.106624882300112,1,0,1,45.0,40.646711,-73.789822
26539115,2.3935149631128563,15,3.3841442919018334,0,0,1,8.1,40.783216,-73.95282900000001
31288881,5.38359688867284,1,2.321867750964075,0,0,1,12.5,40.725662,-74.005652
49656600,1.5070866493727353,13,5.374608024940903,0,0,1,8.1,40.764302,-73.972197
677546,1.583781519510668,14,4.735501650705732,0,0,2,7.5,40.75668,-73.984468
29939081,2.188308890767241,22,3.884277962705632,0,0,1,8.5,40.7189,-73.985242
9466649,6.039443969810053,0,2.268420746758063,1,0,1,13.7,40.735277,-74.006302
52461397,1.301853122304622,21,4.071119782404952,1,0,1,5.3,40.764832,-73.966353
35989437,2.8887665947248995,23,3.3578344535390685,1,0,1,9.7,40.740737,-74.007727
7510008,3.7522583102055775,21,3.064820982265995,0,0,1,11.5,40.73934555053711,-74.00650024414062
46741422,1.1420968545086339,1,5.341053147917488,1,0,1,6.1,40.745107,-73.992395
18822051,5.83701894306026,10,3.083765904409225,1,0,5,18.0,40.75971603393555,-73.97042846679686
49891600,2.5086970061128877,9,4.783359636799446,0,1,1,12.0,40.763372,-73.992886
53213113,2.035626506968006,0,2.9474955152439968,0,0,1,6.0,40.743087,-73.984155
27809738,3.5830882241240722,13,3.3769751798277268,1,0,3,12.1,40.733339,-73.98729399999999
43494410,3.3277351488093747,5,2.8547944999165544,0,0,1,9.5,40.718425750732415,-74.00041961669923
28599332,5.033905986913495,2,1.7680107699939336,1,0,1,8.9,40.720957,-73.997502
48993629,1.6893506812655155,17,3.610854790333057,0,1,1,6.1,40.767532,-73.98049
45789508,1.3288270766515213,2,3.988479835431514,1,0,1,5.3,40.752052,-73.97394
1354623,6.471546363625297,8,3.013190187372202,0,1,1,19.5,40.74961853027344,-73.96995544433594
29006009,1.4871687321953682,13,5.98452603751409,1,0,1,8.9,40.737494,-73.99670400000001
34733810,1.1626844137263228,16,4.214385212489295,0,0,1,4.9,40.750157,-73.994338
4394405,4.7282080623463365,11,5.075918758974872,0,0,1,24.0,40.793957,-73.972452
34953096,2.2560785809550294,14,4.65409320785059,1,0,1,10.5,40.760327,-73.98543199999999
38911729,20.611763065462487,1,0.6549658055511461,0,0,1,13.5,40.644847,-73.781708
28464087,4.206176565166218,1,2.9718200856140307,1,0,1,12.5,40.739017,-73.983068
35145678,3.531806808707979,20,3.2561237414361806,0,0,1,11.5,40.76376,-73.97327800000001
36375263,1.8661473208991233,20,3.697457281494545,0,0,1,6.9,40.751788,-73.97792199999999
11337317,10.162267414743432,10,3.1361111353715176,0,0,1,31.87,40.747894,-73.986593
44104533,1.8656490690424996,19,4.824058366249467,0,1,2,9.0,40.78054428100585,-73.9584732055664
40176097,2.0962382998204827,14,4.054882501062938,0,0,1,8.5,40.729365,-73.996512
7551825,1.3189821862464546,12,7.960683707094474,0,0,1,10.5,40.768463134765625,-73.96368408203125
28599052,7.173679698029399,0,2.132796646078705,0,0,1,15.3,40.746112,-73.98808299999999
31509841,3.2713825019590135,20,3.5153333470217607,0,0,1,11.5,40.774511,-73.957724
5659954,21.307028101054453,21,2.3372569728546737,0,0,1,49.8,40.641358,-73.788585
