,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,pickup_hour,pickup_day,pickup_month,pickup_year,pickup_dayofweek,pickup_quarter,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_rush_hour,is_night,hour_category,day_name,month_name,season,fare_per_km,distance_night,distance_rush,distance_weekend,hour_weekend,hour_rush,fare_per_passenger
27343151,5.0,2014-06-29 18:05:12+00:00,-73.967268,40.756656,-73.96873000000001,40.761844,2,0.589875114252645,18,29,6,2014,6,2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,Evening,Sunday,Jun,Summer,8.476370470951055,0.0,0.589875114252645,0.589875114252645,18,18,2.5
42254589,6.5,2011-01-10 13:19:01+00:00,-74.015456,40.714311,-74.00847399999999,40.737596999999994,1,2.6552894946701957,13,10,1,2011,0,1,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,0,Afternoon,Monday,Jan,Winter,2.447944004993453,0.0,0.0,0.0,0,0,6.5
6413337,9.5,2014-07-10 19:42:00+00:00,-73.96556700000001,40.765237,-73.93945699999999,40.79275,1,3.767314944637528,19,10,7,2014,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,1,0,Evening,Thursday,Jul,Summer,2.521689887786656,0.0,3.767314944637528,0.0,0,19,9.5
20943162,4.1,2009-03-14 10:27:14+00:00,-74.001689,40.745785,-73.99858499999999,40.738036,1,0.9004579478918353,10,14,3,2009,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,Morning,Saturday,Mar,Spring,4.553238726582376,0.0,0.0,0.9004579478918353,10,0,4.1
20269425,6.1,2010-04-22 09:29:45+00:00,-73.991336,40.744651,-73.976968,40.756359,1,1.7775614841798508,9,22,4,2010,3,2,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0,1,0,Morning,Thursday,Apr,Spring,3.4316675143388804,0.0,1.7775614841798508,0.0,0,9,6.1
25758472,14.5,2010-02-02 19:15:04+00:00,-73.971704,40.760464,-73.997516,40.722414,1,4.757103347128181,19,2,2,2010,1,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,1,0,Evening,Tuesday,Feb,Winter,3.048073363542441,0.0,4.757103347128181,0.0,0,19,14.5
27044242,11.0,2014-12-04 13:15:00+00:00,-73.98694,40.74521,-73.99914,40.72231,1,2.7460232590003875,13,4,12,2014,3,4,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,Afternoon,Thursday,Dec,Winter,4.005792727336272,0.0,0.0,0.0,0,0,11.0
53135549,18.0,2015-01-30 14:37:22+00:00,-73.9806900024414,40.75577545166016,-73.98072052001955,40.789459228515625,1,3.745465978168736,14,30,1,2015,4,1,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Jan,Winter,4.805810573348395,0.0,0.0,0.0,0,0,18.0
50389373,13.5,2013-04-10 20:44:00+00:00,-73.979252,40.727437,-73.952922,40.711746999999995,1,2.822709514641649,20,10,4,2013,2,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,Evening,Wednesday,Apr,Spring,4.782638783755211,0.0,0.0,0.0,0,0,13.5
36241437,12.1,2012-05-01 10:36:40+00:00,-73.99016800000001,40.756879,-73.964069,40.777159999999995,2,3.1490719108125935,10,1,5,2012,1,2,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,May,Spring,3.842401933869363,0.0,0.0,0.0,0,0,6.05
50731244,6.5,2011-12-16 12:35:11+00:00,-73.961651,40.77689,-73.969926,40.764644,1,1.529641525386971,12,16,12,2011,4,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Dec,Winter,4.249361626316741,0.0,0.0,0.0,0,0,6.5
29799344,10.0,2014-09-12 08:17:56+00:00,-73.9529,40.77237,-73.969626,40.763255,1,1.735325893198818,8,12,9,2014,4,3,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0,1,0,Morning,Friday,Sep,Fall,5.76260634339206,0.0,1.735325893198818,0.0,0,8,10.0
15297671,8.5,2009-07-11 18:01:29+00:00,-73.980177,40.734501,-73.972483,40.760702,1,2.984643863057562,18,11,7,2009,5,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,1,0,Evening,Saturday,Jul,Summer,2.8479109702865304,0.0,2.984643863057562,2.984643863057562,18,18,8.5
37363556,4.5,2010-09-19 15:09:32+00:00,-73.998898,40.744841,-74.00542,40.749101,1,0.725428340906442,15,19,9,2010,6,3,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1,0,0,Afternoon,Sunday,Sep,Fall,6.20323158918375,0.0,0.0,0.725428340906442,15,0,4.5
9105876,5.0,2015-03-21 14:47:00+00:00,-74.01416015625,40.71751022338867,-74.0077896118164,40.71226119995117,1,0.7930630648405568,14,21,3,2015,5,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,0,Afternoon,Saturday,Mar,Spring,6.304668848756986,0.0,0.0,0.7930630648405568,14,0,5.0
32906042,9.0,2013-07-02 08:18:00+00:00,-73.986642,40.743515,-74.000447,40.757622,6,1.9526639701918185,8,2,7,2013,1,3,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0,1,0,Morning,Tuesday,Jul,Summer,4.609087962592914,0.0,1.9526639701918185,0.0,0,8,1.5
22442928,3.3,2011-11-29 19:29:14+00:00,-73.95761999999999,40.782065,-73.959142,40.777574,2,0.5155576439202825,19,29,11,2011,1,4,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,1,0,Evening,Tuesday,Nov,Fall,6.40083614105091,0.0,0.5155576439202825,0.0,0,19,1.65
15249894,10.1,2010-04-10 23:44:12+00:00,-73.980551,40.751,-73.997908,40.719586,3,3.786858311171388,23,10,4,2010,5,2,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Apr,Spring,2.667118537338612,3.786858311171388,0.0,3.786858311171388,23,0,3.3666666666666667
15158807,4.5,2014-12-09 05:44:23+00:00,-74.004662,40.74699,-73.994802,40.750309,1,0.90889738045215,5,9,12,2014,1,4,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,Night,Tuesday,Dec,Winter,4.951053987812553,0.90889738045215,0.0,0.0,0,0,4.5
49598854,4.1,2009-08-29 21:25:43+00:00,-73.974791,40.753197,-73.982855,40.742121,1,1.406518396168593,21,29,8,2009,5,3,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,Evening,Saturday,Aug,Summer,2.914999200272494,0.0,0.0,1.406518396168593,21,0,4.1
42033669,3.7,2011-01-03 19:29:00+00:00,-73.976902,40.760143,-73.972475,40.753298,2,0.8475601216300009,19,3,1,2011,0,1,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,1,0,Evening,Monday,Jan,Winter,4.365472024432057,0.0,0.8475601216300009,0.0,0,19,1.85
10802965,15.0,2012-10-27 21:38:00+00:00,-73.96982,40.75313,-73.986303,40.733835,1,2.5556729658658446,21,27,10,2012,5,4,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,Evening,Saturday,Oct,Fall,5.869295563377414,0.0,0.0,2.5556729658658446,21,0,15.0
30146753,10.5,2009-08-07 12:30:14+00:00,-74.005151,40.729233,-74.002773,40.707246999999995,2,2.4529325105145023,12,7,8,2009,4,3,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Aug,Summer,4.280590662397648,0.0,0.0,0.0,0,0,5.25
28135305,11.5,2014-10-07 22:19:39+00:00,-74.001068,40.75207,-73.970712,40.783568,1,4.33615460174733,22,7,10,2014,1,4,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,Evening,Tuesday,Oct,Fall,2.652119459801058,4.33615460174733,0.0,0.0,0,0,11.5
43869162,13.5,2013-07-19 21:06:00+00:00,-73.988342,40.74711,-73.962737,40.775372,1,3.811366526045343,21,19,7,2013,4,3,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,0,Evening,Friday,Jul,Summer,3.5420366705081867,0.0,0.0,0.0,0,0,13.5
5818784,44.0,2013-07-12 08:15:00+00:00,-73.782602,40.644477,-73.98678199999999,40.668645,1,17.432119594424464,8,12,7,2013,4,3,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0,1,0,Morning,Friday,Jul,Summer,2.524076304184666,0.0,17.432119594424464,0.0,0,8,44.0
32122626,30.04,2015-06-05 21:07:01+00:00,-74.00701904296875,40.74399185180664,-73.98179626464845,40.658912658691406,1,9.696372011962877,21,5,6,2015,4,2,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,0,Evening,Friday,Jun,Summer,3.098065953218195,0.0,0.0,0.0,0,0,30.04
30383766,5.3,2012-01-30 20:23:00+00:00,-73.98692700000001,40.756357,-73.970813,40.760782,1,1.4436633972475603,20,30,1,2012,0,1,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,Evening,Monday,Jan,Winter,3.6712158873770715,0.0,0.0,0.0,0,0,5.3
48012178,9.3,2012-04-24 22:24:00+00:00,-73.97048199999999,40.788297,-73.98786,40.765272,5,2.9489248149112326,22,24,4,2012,1,2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,Evening,Tuesday,Apr,Spring,3.1536917974220873,2.9489248149112326,0.0,0.0,0,0,1.86
36533311,11.5,2015-06-07 04:09:29+00:00,-73.98986053466798,40.72573852539063,-73.99169921875,40.749305725097656,1,2.625127978620936,4,7,6,2015,6,2,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1,Night,Sunday,Jun,Summer,4.380738803462572,2.625127978620936,0.0,2.625127978620936,4,0,11.5
40261941,9.0,2013-06-08 02:32:58+00:00,-73.92823,40.74483,-73.90642700000001,40.769804,1,3.3292774235070106,2,8,6,2013,5,2,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,1,Night,Saturday,Jun,Summer,2.703289289277532,3.3292774235070106,0.0,3.3292774235070106,2,0,9.0
7323187,7.3,2011-03-08 22:54:40+00:00,-74.00156199999999,40.739249,-73.98939200000001,40.726224,1,1.7745788942663507,22,8,3,2011,1,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,Evening,Tuesday,Mar,Spring,4.113651990106632,1.7745788942663507,0.0,0.0,0,0,7.3
29190098,8.1,2010-03-28 01:37:02+00:00,-74.007311,40.74703,-73.980497,40.732316,1,2.7893353974469846,1,28,3,2010,6,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,1,Night,Sunday,Mar,Spring,2.9039175451664025,2.7893353974469846,0.0,2.7893353974469846,1,0,8.1
12218725,11.7,2010-10-23 22:57:23+00:00,-73.957412,40.770336,-73.987414,40.738859999999995,1,4.316956243585013,22,23,10,2010,5,4,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Oct,Fall,2.710242897964549,4.316956243585013,0.0,4.316956243585013,22,0,11.7
21525070,46.5,2010-06-09 23:25:00+00:00,-73.953727,40.679072999999995,-73.876537,40.833932,4,18.406078546965084,23,9,6,2010,2,2,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,1,Evening,Wednesday,Jun,Summer,2.526339322161984,18.406078546965084,0.0,0.0,0,0,11.625
21937250,11.5,2014-12-31 13:23:00+00:00,-73.99391999999999,40.726955,-73.974127,40.759687,1,4.003424298697268,13,31,12,2014,2,4,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Dec,Winter,2.872540890492709,0.0,0.0,0.0,0,0,11.5
50583240,9.0,2013-02-07 13:08:00+00:00,-73.969385,40.75783,-73.980712,40.753677,1,1.059957572501542,13,7,2,2013,3,1,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,Afternoon,Thursday,Feb,Winter,8.490905894242204,0.0,0.0,0.0,0,0,9.0
50425091,3.0,2014-01-17 08:50:09+00:00,-73.9922,40.758778,-73.995678,40.75423,1,0.584436715685773,8,17,1,2014,4,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0,1,0,Morning,Friday,Jan,Winter,5.1331477292281775,0.0,0.584436715685773,0.0,0,8,3.0
27099887,8.1,2009-08-15 03:07:00+00:00,-73.94024300000001,40.751102,-73.948678,40.777892,2,3.0624446812205344,3,15,8,2009,5,3,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1,0,1,Night,Saturday,Aug,Summer,2.6449457355656634,3.0624446812205344,0.0,3.0624446812205344,3,0,4.05
50683358,12.5,2013-11-29 20:14:00+00:00,-73.9999,40.738609999999994,-73.965422,40.75493,1,3.4247817537469967,20,29,11,2013,4,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,Evening,Friday,Nov,Fall,3.649867611658453,0.0,0.0,0.0,0,0,12.5
24643306,59.0,2014-01-23 21:53:56+00:00,-74.001573,40.727843,-74.03443,40.736414,1,2.927981174302364,21,23,1,2014,3,1,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,0,Evening,Thursday,Jan,Winter,20.150402781895497,0.0,0.0,0.0,0,0,59.0
22954900,8.0,2013-12-27 01:12:00+00:00,-73.979517,40.687072,-73.99772,40.691282,1,1.6045809262495911,1,27,12,2013,4,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,1,Night,Friday,Dec,Winter,4.985725474562701,1.6045809262495911,0.0,0.0,0,0,8.0
21334327,6.9,2010-09-22 17:05:53+00:00,-73.99254599999999,40.742979,-73.99090799999999,40.7561,1,1.4654988241263773,17,22,9,2010,2,3,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,1,0,Afternoon,Wednesday,Sep,Fall,4.708294463568248,0.0,1.4654988241263773,0.0,0,17,6.9
26321753,11.0,2013-10-23 20:55:08+00:00,-73.989465,40.736096999999994,-73.969643,40.758126,1,2.964529078259023,20,23,10,2013,2,4,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,Evening,Wednesday,Oct,Fall,3.710538743124747,0.0,0.0,0.0,0,0,11.0
37543184,18.0,2013-11-23 22:21:30+00:00,-74.008687,40.706359,-73.958508,40.72109,3,4.535379014271105,22,23,11,2013,5,4,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Nov,Fall,3.968797303017207,4.535379014271105,0.0,4.535379014271105,22,0,6.0
26425045,6.0,2013-08-06 15:02:00+00:00,-73.97690300000001,40.741107,-73.989597,40.725817,1,2.0086240712687067,15,6,8,2013,1,3,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,Afternoon,Tuesday,Aug,Summer,2.987119434554133,0.0,0.0,0.0,0,0,6.0
38410227,8.5,2009-02-08 10:37:50+00:00,-73.95996600000001,40.80826,-73.97995,40.784033,1,3.1760200564017858,10,8,2,2009,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,0,Morning,Sunday,Feb,Winter,2.6763055172988803,0.0,0.0,3.1760200564017858,10,0,8.5
34060922,6.5,2011-06-17 23:34:38+00:00,-74.002011,40.735006,-73.982811,40.731137,1,1.6739956077202274,23,17,6,2011,4,2,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,1,Evening,Friday,Jun,Summer,3.8829253613467882,1.6739956077202274,0.0,0.0,0,0,6.5
14557832,12.1,2009-09-07 21:21:00+00:00,-73.98108,40.770405,-73.985887,40.73198,3,4.291809450345073,21,7,9,2009,0,3,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,0,Evening,Monday,Sep,Fall,2.819323676876458,0.0,0.0,0.0,0,0,4.033333333333333
12532733,45.5,2013-06-01 17:48:00+00:00,-73.789182,40.642371999999995,-73.95161999999999,40.745842,1,17.886348088409747,17,1,6,2013,5,2,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,1,0,Afternoon,Saturday,Jun,Summer,2.5438395683176793,0.0,17.886348088409747,17.886348088409747,17,17,45.5
6190397,14.9,2010-12-12 21:30:01+00:00,-73.955713,40.76862,-74.005829,40.72374,1,6.5367169879871865,21,12,12,2010,6,4,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1,0,0,Evening,Sunday,Dec,Winter,2.2794317127974772,0.0,0.0,6.5367169879871865,21,0,14.9
10386118,4.5,2010-11-13 21:13:00+00:00,-73.990142,40.725405,-73.990425,40.719507,2,0.6562611672419073,21,13,11,2010,5,4,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,Evening,Saturday,Nov,Fall,6.857026172845658,0.0,0.0,0.6562611672419073,21,0,2.25
10518062,7.0,2013-03-25 23:45:15+00:00,-73.989083,40.748076,-73.999084,40.760238,1,1.593268546892974,23,25,3,2013,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,1,Evening,Monday,Mar,Spring,4.39348408254884,1.593268546892974,0.0,0.0,0,0,7.0
5649908,29.87,2010-05-07 19:23:25+00:00,-73.99280999999999,40.742039,-73.851096,40.74428,1,11.94144338662891,19,7,5,2010,4,2,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,1,0,Evening,Friday,May,Spring,2.5013726593090144,0.0,11.94144338662891,0.0,0,19,29.87
14482180,6.9,2011-10-21 14:36:00+00:00,-74.004723,40.734673,-73.999125,40.724995,1,1.1749857471605072,14,21,10,2011,4,4,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Oct,Fall,5.872411658332598,0.0,0.0,0.0,0,0,6.9
15433445,7.0,2012-12-01 12:26:33+00:00,-73.98307,40.735725,-74.001204,40.744716,1,1.825824539559322,12,1,12,2012,5,4,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,0,Afternoon,Saturday,Dec,Winter,3.833884279860489,0.0,0.0,1.825824539559322,12,0,7.0
49774050,10.5,2012-06-06 19:39:00+00:00,-73.99623299999999,40.748484999999995,-73.98114,40.781496999999995,1,3.8846165241211965,19,6,6,2012,2,2,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0,1,0,Evening,Wednesday,Jun,Summer,2.702969504145684,0.0,3.8846165241211965,0.0,0,19,10.5
49461466,5.3,2009-05-02 11:19:00+00:00,-73.967135,40.793503,-73.980112,40.783745,5,1.5397718409827483,11,2,5,2009,5,2,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1,0,0,Morning,Saturday,May,Spring,3.442068401911619,0.0,0.0,1.5397718409827483,11,0,1.06
13843705,8.0,2015-06-11 20:54:06+00:00,-73.988525390625,40.736343383789055,-73.9935989379883,40.74986267089844,3,1.562860425669467,20,11,6,2015,3,2,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,Evening,Thursday,Jun,Summer,5.118819229537481,0.0,0.0,0.0,0,0,2.6666666666666665
21042938,28.25,2009-01-17 12:52:40+00:00,-73.97039699999999,40.799273,-73.870671,40.773987,1,8.854309039022974,12,17,1,2009,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,0,Afternoon,Saturday,Jan,Winter,3.1905369324128805,0.0,0.0,8.854309039022974,12,0,28.25
21235088,5.5,2012-11-19 06:10:01+00:00,-73.96721600000001,40.803882,-73.97228299999999,40.793983,1,1.1804650649477384,6,19,11,2012,0,4,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,Morning,Monday,Nov,Fall,4.659180659652555,0.0,0.0,0.0,0,0,5.5
34252465,8.5,2010-02-13 23:34:00+00:00,-73.987893,40.738316999999995,-73.966295,40.764996999999994,1,3.480100000213046,23,13,2,2010,5,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Feb,Winter,2.442458549892142,3.480100000213046,0.0,3.480100000213046,23,0,8.5
3909180,7.5,2014-04-07 21:09:00+00:00,-73.993572,40.746821999999995,-73.97845500000001,40.752937,1,1.4435847682973182,21,7,4,2014,0,2,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,0,Evening,Monday,Apr,Spring,5.1953997885736305,0.0,0.0,0.0,0,0,7.5
21152397,8.5,2014-03-28 11:55:01+00:00,-73.984307,40.757892,-74.000065,40.739917,3,2.3993747663720657,11,28,3,2014,4,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,Morning,Friday,Mar,Spring,3.5425895608847644,0.0,0.0,0.0,0,0,2.8333333333333335
153133,6.9,2010-02-19 06:24:59+00:00,-73.985452,40.778304,-73.971961,40.760040999999994,1,2.3269558243287625,6,19,2,2010,4,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,Morning,Friday,Feb,Winter,2.9652475254833797,0.0,0.0,0.0,0,0,6.9
9400035,9.0,2013-05-30 17:29:00+00:00,-73.995885,40.739462,-73.99994699999999,40.725715,1,1.5664453060996053,17,30,5,2013,3,2,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1,0,Afternoon,Thursday,May,Spring,5.745492654582169,0.0,1.5664453060996053,0.0,0,17,9.0
22396903,7.3,2011-05-12 07:45:00+00:00,-73.987877,40.721132,-74.00565999999999,40.733807,1,2.057158458106022,7,12,5,2011,3,2,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1,0,Morning,Thursday,May,Spring,3.548584199352801,0.0,2.057158458106022,0.0,0,7,7.3
46075873,6.0,2014-02-24 06:39:00+00:00,-73.989835,40.762235,-73.97328,40.760262,1,1.4114681265388889,6,24,2,2014,0,1,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,Morning,Monday,Feb,Winter,4.250893015000496,0.0,0.0,0.0,0,0,6.0
49257172,6.5,2013-01-11 12:45:00+00:00,-73.99278000000001,40.748121999999995,-74.00576,40.735842,2,1.7493807370934922,12,11,1,2013,4,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,Afternoon,Friday,Jan,Winter,3.7156005334775903,0.0,0.0,0.0,0,0,3.25
12756338,13.5,2014-10-15 14:50:00+00:00,-73.99202199999999,40.731432,-73.99543800000001,40.749377,1,2.0160406336593057,14,15,10,2014,2,4,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,Afternoon,Wednesday,Oct,Fall,6.696293603713837,0.0,0.0,0.0,0,0,13.5
20374620,5.5,2015-02-17 10:35:08+00:00,-73.9952392578125,40.7449607849121,-74.00401306152342,40.74811172485352,5,0.8179594169750243,10,17,2,2015,1,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,Feb,Winter,6.724049978347444,0.0,0.0,0.0,0,0,1.1
31498510,5.7,2009-09-01 20:40:00+00:00,-73.976837,40.753367,-73.994972,40.758983,5,1.6502209754165917,20,1,9,2009,1,3,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,Evening,Tuesday,Sep,Fall,3.4540828682419686,0.0,0.0,0.0,0,0,1.1400000000000001
36000996,11.7,2010-10-30 23:11:00+00:00,-73.990165,40.729693,-74.003878,40.740333,3,1.6537005058057634,23,30,10,2010,5,4,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,0,1,Evening,Saturday,Oct,Fall,7.075041677089643,1.6537005058057634,0.0,1.6537005058057634,23,0,3.9
29142370,9.3,2012-08-09 19:35:00+00:00,-73.971262,40.760946999999994,-73.990797,40.748792,1,2.1293851429600825,19,9,8,2012,3,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,1,0,Evening,Thursday,Aug,Summer,4.367457916547668,0.0,2.1293851429600825,0.0,0,19,9.3
1834255,15.0,2013-03-05 22:01:08+00:00,-73.96563,40.761996,-73.96449799999999,40.792631,2,3.407789877392015,22,5,3,2013,1,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,Evening,Tuesday,Mar,Spring,4.401679839333144,3.407789877392015,0.0,0.0,0,0,7.5
43659040,3.3,2010-09-27 13:03:45+00:00,-73.962032,40.776228,-73.956175,40.775792,1,0.4955624665570621,13,27,9,2010,0,3,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,0,Afternoon,Monday,Sep,Fall,6.659099957522747,0.0,0.0,0.0,0,0,3.3
40011023,49.8,2011-04-04 09:51:42+00:00,-73.98113599999999,40.750378000000005,-73.780505,40.646355,1,20.49063221709732,9,4,4,2011,0,2,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,1,0,Morning,Monday,Apr,Spring,2.43037889082051,0.0,20.49063221709732,0.0,0,9,49.8
11528452,8.1,2012-04-23 20:57:35+00:00,-73.995853,40.720989,-73.994159,40.743614,1,2.5198311140381775,20,23,4,2012,0,2,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,Evening,Monday,Apr,Spring,3.214501144491098,0.0,0.0,0.0,0,0,8.1
31231682,10.5,2013-11-26 11:12:40+00:00,-73.952207,40.784244,-73.964841,40.774179,1,1.5440857137973913,11,26,11,2013,1,4,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0,0,0,Morning,Tuesday,Nov,Fall,6.800140630909151,0.0,0.0,0.0,0,0,10.5
37159368,8.5,2014-10-26 14:50:01+00:00,-73.99168900000001,40.749674,-73.991466,40.730193,3,2.166269839492486,14,26,10,2014,6,4,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,Afternoon,Sunday,Oct,Fall,3.9237955701730036,0.0,0.0,2.166269839492486,14,0,2.8333333333333335
42872381,12.9,2011-10-11 14:37:00+00:00,-73.988342,40.754227,-73.950822,40.771472,1,3.6962777851416146,14,11,10,2011,1,4,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,0,Afternoon,Tuesday,Oct,Fall,3.4899974379240994,0.0,0.0,0.0,0,0,12.9
51870856,6.5,2011-10-07 06:08:41+00:00,-73.972543,40.743468,-73.973077,40.75814,1,1.632071968358958,6,7,10,2011,4,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,Morning,Friday,Oct,Fall,3.98266750855094,0.0,0.0,0.0,0,0,6.5
8125631,6.0,2015-06-01 22:44:15+00:00,-73.98094940185547,40.75935363769531,-73.98834991455078,40.76580047607422,1,0.9499275987768497,22,1,6,2015,0,2,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,1,Evening,Monday,Jun,Summer,6.316270848142267,0.9499275987768497,0.0,0.0,0,0,6.0
